해역,년도,광역시도,지선,위도,경도,,
제주,2014,제주도,제주시 구좌읍 행원리,33° 33.365',126° 47.970',,
제주,2014,제주도,제주시 구좌읍 행원리,33° 34.029',126° 47.992',,
제주,2014,제주도,제주시 구좌읍 행원리,33° 33.426',126° 48.519',,
제주,2014,제주도,제주시 구좌읍 행원리,33° 33.526',126° 48.695',,
제주,2014,제주도,제주시 구좌읍 행원리,33° 33.616',126° 49.073',,
제주,2014,제주도,제주시 구좌읍 행원리,33° 34.047',126° 49.186',,
제주,2014,제주도,제주시 구좌읍 행원리,33° 33.531',126° 49.467',,
제주,2014,제주도,제주시 구좌읍 행원리,33° 34.002',126° 49.654',,
제주,2014,제주도,서귀포시 보목동,33° 14.611',126° 35.312',,
제주,2014,제주도,서귀포시 보목동,33° 13.855',126° 35.328',,
제주,2014,제주도,서귀포시 보목동,33° 14.199',126° 35.803',,
제주,2014,제주도,서귀포시 보목동,33° 13.677',126° 35.903',,
제주,2014,제주도,서귀포시 보목동,33° 13.658',126° 36.261',,
제주,2014,제주도,서귀포시 보목동,33° 14.391',126° 36.281',,
제주,2014,제주도,서귀포시 보목동,33° 13.903',126° 36.860',,
제주,2014,제주도,서귀포시 보목동,33° 14.458',126° 36.860',,
제주,2014,제주도,서귀포시 보목동,33° 14.019',126° 36.934',,
제주,2014,제주도,서귀포시 남원읍 남원리,33° 16.203',126° 41.535',,
제주,2014,서귀포시 남원,서귀포시 남원읍 남원리,33° 15.986',126° 41.553',,
제주,2014,서귀포시 남원,서귀포시 남원읍 남원리,33° 16.266',126° 42.676',,
제주,2014,서귀포시 남원,서귀포시 남원읍 남원리,33° 16.128',126° 43.161',,
제주,2014,서귀포시 남원,서귀포시 남원읍 남원리,33° 16.739',126° 43.692',,
제주,2014,서귀포시 남원,서귀포시 남원읍 남원리,33° 16.736',126° 43.743',,
제주,2014,서귀포시 남원,서귀포시 남원읍 남원리,33° 16.378',126° 44.138',,
제주,2014,제주도,서귀포시 표선면 표선리,33° 18.391',126° 48.870',,
제주,2014,서귀포시 표선,서귀포시 표선면 표선리,33° 18.465',126° 48.960',,
제주,2014,서귀포시 표선,서귀포시 표선면 표선리,33° 17.834',126° 49.479',,
제주,2014,서귀포시 표선,서귀포시 표선면 표선리,33° 18.597',126° 49.956',,
제주,2014,서귀포시 표선,서귀포시 표선면 표선리,33° 18.170',126° 50.335',,
제주,2014,서귀포시 표선,서귀포시 표선면 표선리,33° 19.130',126° 50.584',,
제주,2014,서귀포시 표선,서귀포시 표선면 표선리,33° 19.529',126° 50.697',,
제주,2014,서귀포시 표선,서귀포시 표선면 표선리,33° 19.754',126° 50.778',,
제주,2014,서귀포시 표선,서귀포시 표선면 표선리,33° 19.198',126° 51.186',,
제주,2014,서귀포시 표선,서귀포시 표선면 표선리,33° 19.413',126° 51.271',,
동해,2015,강원도,강릉시 연곡면 영진리,37° 52.712',128° 50.114',,
동해,2015,강원도,강릉시 연곡면 영진리,37° 52.943',128° 50.493',,
동해,2015,강원도,강릉시 연곡면 영진리,37° 52.858',128° 50.758',,
동해,2015,강원도,강릉시 연곡면 영진리,37° 51.189',128° 51.687',,
동해,2015,강원도,강릉시 연곡면 영진리,37° 51.483',128° 52.168',,
동해,2015,강원도,동해시 대진동,37° 35.619',129° 05.485',,
동해,2015,강원도,동해시 대진동,37° 35.935',129° 05.848',,
동해,2015,강원도,동해시 대진동,37° 34.886',129° 06.630',,
동해,2015,강원도,동해시 대진동,37° 34.306',129° 07.019',,
동해,2015,강원도,동해시 대진동,37° 34.852',129° 07.498',,
동해,2015,강원도,동해시 대진동,37° 34.419',129° 07.632',,
동해,2015,경상북도,영덕군 병곡면 백석2리,36° 36.565',129° 24.851',,
동해,2015,경상북도,영덕군 병곡면 백석2리,36° 36.543',129° 24.872',,
동해,2015,경상북도,영덕군 병곡면 백석2리,36° 36.554',129° 25.003',,
동해,2015,경상북도,영덕군 병곡면 백석2리,36° 38.091',129° 25.017',,
동해,2015,경상북도,영덕군 병곡면 백석2리,36° 38.089',129° 25.236',,
동해,2015,경상북도,포항시 남구 강사2리,36° 03.777',129° 34.481',,
동해,2015,경상북도,포항시 남구 강사2리,36° 03.955',129° 34.722',,
동해,2015,경상북도,포항시 남구 강사2리,36° 02.793',129° 34.995',,
동해,2015,경상북도,포항시 남구 강사2리,36° 02.793',129° 35.057',,
동해,2015,경상북도,포항시 남구 강사2리,36° 02.814',129° 35.102',,
동해,2015,경상북도,"울릉군 북면 천부3, 4리",37° 32.919',130° 52.717',,
동해,2015,경상북도,"울릉군 북면 천부3, 4리",37° 32.906',130° 53.524',,
동해,2015,경상북도,"울릉군 북면 천부3, 4리",37° 32.803',130° 53.522',,
동해,2015,경상북도,"울릉군 북면 천부3, 4리",37° 32.666',130° 53.648',,
동해,2015,경상북도,"울릉군 북면 천부3, 4리",37° 32.579',130° 53.593',,
동해,2015,경상북도,"울릉군 북면 천부3, 4리",37° 32.528',130° 53.439',,
동해,2015,경상북도,"울릉군 북면 천부3, 4리",37° 32.633',130° 53.235',,
동해,2015,경상북도,"울릉군 북면 천부3, 4리",37° 32.641',130° 53.710',,
동해,2015,울산광역시 ,동구 일산동,35° 29.981',129° 26.227',,
동해,2015,울산광역시 ,동구 일산동,35° 29.606',129° 26.247',,
동해,2015,울산광역시 ,동구 일산동,35° 29.851',129° 26.254',,
동해,2015,울산광역시 ,동구 일산동,35° 29.739',129° 26.273',,
동해,2015,울산광역시 ,동구 일산동,35° 29.103',129° 26.275',,
동해,2015,울산광역시 ,동구 일산동,35° 29.076',129° 26.276',,
동해,2015,울산광역시 ,동구 일산동,35° 29.016',129° 26.353',,
동해,2015,울산광역시 ,동구 일산동,35° 29.420',129° 26.394',,
동해,2015,울산광역시 ,동구 일산동,35° 29.356',129° 26.445',,
동해,2015,울산광역시 ,동구 일산동,35° 29.872',129° 26.446',,
동해,2015,울산광역시 ,동구 일산동,35° 29.715',129° 26.481',,
동해,2015,울산광역시 ,동구 일산동,35° 29.774',129° 26.491',,
동해,2015,울산광역시 ,동구 일산동,35° 29.912',129° 26.493',,
동해,2015,울산광역시 ,동구 일산동,35° 29.719',129° 26.551',,
동해,2015,울산광역시 ,동구 일산동,35° 29.266',129° 26.555',,
동해,2015,울산광역시 ,동구 일산동,35° 29.492',129° 26.588',,
동해,2015,울산광역시 ,동구 일산동,35° 29.685',129° 26.641',,
동해,2015,울산광역시 ,동구 일산동,35° 29.568',129° 26.642',,
동해,2015,울산광역시 ,동구 일산동,35° 29.424',129° 26.676',,
동해,2015,울산광역시 ,동구 일산동,35° 29.412',129° 26.771',,
동해,2015,울산광역시 ,동구 일산동,35° 29.449',129° 26.827',,
동해,2015,부산광역시,기장군 장안읍 월내리,35° 19.282',129° 16.053',,
동해,2015,부산광역시,기장군 장안읍 월내리,35° 19.264',129° 16.072',,
동해,2015,부산광역시,기장군 장안읍 월내리,35° 19.392',129° 16.121',,
동해,2015,부산광역시,기장군 장안읍 월내리,35° 19.103',129° 16.322',,
동해,2015,부산광역시,기장군 장안읍 월내리,35° 19.509',129° 16.500',,
동해,2015,부산광역시,기장군 장안읍 월내리,35° 19.345',129° 16.521',,
동해,2015,부산광역시,기장군 장안읍 월내리,35° 19.550',129° 16.714',,
동해,2015,부산광역시,기장군 장안읍 월내리,35° 19.587',129° 16.886',,
동해,2015,부산광역시,기장군 장안읍 월내리,35° 19.438',129° 16.921',,
동해,2015,부산광역시,기장군 장안읍 길천리,35° 19.353',129° 15.985',,
동해,2015,부산광역시,기장군 장안읍 길천리,35° 19.282',129° 16.053',,
동해,2015,부산광역시,기장군 장안읍 길천리,35° 19.264',129° 16.072',,
동해,2015,부산광역시,기장군 장안읍 길천리,35° 19.500',129° 16.197',,
동해,2015,부산광역시,기장군 장안읍 길천리,35° 19.001',129° 16.435',,
동해,2015,부산광역시,기장군 장안읍 길천리,35° 19.104',129° 16.599',,
동해,2015,부산광역시,기장군 장안읍 길천리,35° 19.197',129° 16.865',,
동해,2015,부산광역시,기장군 장안읍 길천리,35° 19.638',129° 16.873',,
동해,2015,부산광역시,기장군 장안읍 길천리,35° 19.217',129° 17.157',,
동해,2015,부산광역시,기장군 장안읍 길천리,35° 19.545',129° 17.172',,
동해,2015,부산광역시,기장군 장안읍 길천리,35° 19.291',129° 17.300',,
동해,2015,부산광역시,기장군 장안읍 길천리,35° 19.364',129° 17.303',,
서해,2015,인천광역시,옹진군 자월면 사승봉도,37° 08.457',126° 16.616',,
서해,2015,인천광역시,옹진군 자월면 사승봉도,37° 08.994',126° 16.694',,
서해,2015,인천광역시,옹진군 자월면 사승봉도,37° 08.419',126° 16.975',,
서해,2015,인천광역시,옹진군 자월면 사승봉도,37° 09.014',126° 17.018',,
서해,2015,인천광역시,옹진군 대청면 대청도,37° 47.905',124° 40.940',,
서해,2015,인천광역시,옹진군 대청면 대청도,37° 47.786',124° 40.979',,
서해,2015,인천광역시,옹진군 대청면 대청도,37° 48.258',124° 41.475',,
서해,2015,인천광역시,옹진군 대청면 대청도,37° 48.375',124° 42.000',,
서해,2015,인천광역시,옹진군 대청면 대청도,37° 48.455',124° 42.740',,
서해,2015,인천광역시,옹진군 대청면 대청도,37° 48.392',124° 42.894',,
서해,2015,인천광역시,옹진군 대청면 대청도,37° 49.178',124° 43.218',,
서해,2015,인천광역시,옹진군 대청면 대청도,37° 49.201',124° 43.347',,
서해,2015,충청남도,보령시 오천면 녹도리,36° 16.068',126° 14.944',,
서해,2015,충청남도,보령시 오천면 녹도리,36° 16.794',126° 14.994',,
서해,2015,충청남도,보령시 오천면 녹도리,36° 16.069',126° 15.626',,
서해,2015,충청남도,보령시 오천면 녹도리,36° 16.562',126° 15.666',,
서해,2015,충청남도,보령시 오천면 녹도리,36° 16.288',126° 15.722',,
서해,2015,충청남도,보령시 오천면 녹도리,36° 16.663',126° 16.072',,
서해,2015,충청남도,보령시 오천면 녹도리,36° 16.829',126° 16.311',,
서해,2015,전라북도,부안군 위도면 위도,35° 35.331',126° 14.974',,
서해,2015,전라북도,부안군 위도면 위도,35° 35.452',126° 15.032',,
서해,2015,전라북도,부안군 위도면 위도,35° 35.726',126° 15.244',,
서해,2015,전라북도,부안군 위도면 위도,35° 35.881',126° 15.423',,
남해,2015,경상남도,거제시 남부면 저구리,34° 41.830',128° 34.640',,
남해,2015,경상남도,거제시 남부면 저구리,34° 42.086',128° 34.673',,
남해,2015,경상남도,거제시 남부면 저구리,34° 41.868',128° 34.935',,
남해,2015,경상남도,거제시 남부면 저구리,34° 41.654',128° 35.552',,
남해,2015,경상남도,거제시 남부면 저구리,34° 41.384',128° 35.755',,
남해,2015,경상남도,거제시 남부면 저구리,34° 42.249',128° 35.956',,
남해,2015,경상남도,거제시 남부면 저구리,34° 42.086',128° 36.570',,
남해,2015,경상남도,거제시 남부면 저구리,34° 41.518',128° 36.585',,
남해,2015,경상남도,거제시 남부면 저구리,34° 42.341',128° 36.897',,
남해,2015,경상남도,거제시 남부면 저구리,34° 42.339',128° 37.086',,
남해,2015,경상남도,거제시 남부면 저구리,34° 42.218',128° 37.346',,
남해,2015,경상남도,사천시 신수동 신수도,34° 53.152',128° 04.085',,
남해,2015,경상남도,사천시 신수동 신수도,34° 54.652',128° 04.127',,
남해,2015,경상남도,사천시 신수동 신수도,34° 53.155',128° 05.058',,
남해,2015,경상남도,사천시 신수동 신수도,34° 54.653',128° 05.078',,
남해,2015,경상남도,고성군 회화면 당항리,35° 02.796',128° 22.826',,
남해,2015,경상남도,고성군 회화면 당항리,35° 02.658',128° 22.830',,
남해,2015,경상남도,고성군 회화면 당항리,35° 02.649',128° 23.110',,
남해,2015,경상남도,고성군 회화면 당항리,35° 03.346',128° 24.730',,
남해,2015,경상남도,고성군 회화면 당항리,35° 03.411',128° 24.874',,
남해,2015,경상남도,고성군 회화면 당항리,35° 03.311',128° 24.884',,
남해,2015,경상남도,고성군 회화면 당항리,35° 03.609',128° 24.902',,
남해,2015,경상남도,고성군 회화면 당항리,35° 03.487',128° 24.928',,
남해,2015,경상남도,고성군 회화면 당항리,35° 03.539',128° 25.023',,
남해,2015,전라남도,여수시 남면 연도,34° 27.722',127° 46.600',,
남해,2015,전라남도,여수시 남면 연도,34° 24.438',127° 46.625',,
남해,2015,전라남도,여수시 남면 연도,34° 24.431',127° 49.304',,
남해,2015,전라남도,여수시 남면 연도,34° 27.741',127° 49.350',,
남해,2015,전라남도,고흥군 봉래면 외나로도B,34° 28.434',127° 30.283',,
남해,2015,전라남도,고흥군 봉래면 외나로도B,34° 28.520',127° 30.436',,
남해,2015,전라남도,고흥군 봉래면 외나로도B,34° 27.725',127° 30.821',,
남해,2015,전라남도,고흥군 봉래면 외나로도B,34° 27.232',127° 31.216',,
남해,2015,전라남도,고흥군 봉래면 외나로도B,34° 27.471',127° 31.266',,
남해,2015,전라남도,고흥군 봉래면 외나로도B,34° 26.846',127° 32.261',,
남해,2015,전라남도,고흥군 봉래면 외나로도B,34° 26.906',127° 32.437',,
제주,2015,제주도,제주시 구좌읍 김녕리,33° 33.982',126° 43.332',,
제주,2015,제주도,제주시 구좌읍 김녕리,33° 33.725',126° 43.352',,
제주,2015,제주도,제주시 구좌읍 김녕리,33° 33.466',126° 43.444',,
제주,2015,제주도,제주시 구좌읍 김녕리,33° 34.245',126° 43.865',,
제주,2015,제주도,제주시 구좌읍 김녕리,33° 34.077',126° 43.869',,
제주,2015,제주도,제주시 구좌읍 김녕리,33° 33.923',126° 43.934',,
제주,2015,제주도,제주시 구좌읍 김녕리,33° 34.555',126° 45.442',,
제주,2015,제주도,제주시 구좌읍 김녕리,33° 33.702',126° 45.698',,
제주,2015,제주도,제주시 구좌읍 김녕리,33° 33.858',126° 46.538',,
제주,2015,제주도,제주시 구좌읍 김녕리,33° 34.442',126° 46.703',,
제주,2015,제주도,제주시 한림읍 비양리,33° 24.286',126° 12.239',,
제주,2015,제주도,제주시 한림읍 비양리,33° 24.500',126° 12.305',,
제주,2015,제주도,제주시 한림읍 비양리,33° 25.060',126° 12.479',,
제주,2015,제주도,제주시 한림읍 비양리,33° 24.843',126° 12.539',,
제주,2015,제주도,제주시 한림읍 비양리,33° 25.593',126° 12.961',,
제주,2015,제주도,제주시 한림읍 비양리,33° 24.370',126° 13.355',,
제주,2015,제주도,제주시 한림읍 비양리,33° 25.476',126° 13.788',,
제주,2015,제주도,제주시 한림읍 비양리,33° 24.361',126° 13.790',,
제주,2015,제주도,제주시 한림읍 비양리,33° 23.992',126° 13.817',,
제주,2015,제주도,제주시 한림읍 비양리,33° 24.942',126° 13.860',,
제주,2015,제주도,제주시 한림읍 비양리,33° 24.376',126° 14.255',,
제주,2015,제주도,제주시 한림읍 비양리,33° 24.681',126° 14.334',,
제주,2015,제주도,서귀포시 표선면 세화리,33° 18.273',126° 47.668',,
제주,2015,제주도,서귀포시 표선면 세화리,33° 18.044',126° 47.730',,
제주,2015,제주도,서귀포시 표선면 세화리,33° 18.349',126° 48.355',,
제주,2015,제주도,서귀포시 표선면 세화리,33° 18.374',126° 48.867',,
제주,2015,제주도,서귀포시 표선면 세화리,33° 17.852',126° 48.995',,
제주,2015,제주도,서귀포시 표선면 세화리,33° 17.896',126° 49.363',,
제주,2015,제주도,서귀포시 남원읍 하례리,33° 15.099',126° 37.512',,
제주,2015,제주도,서귀포시 남원읍 하례리,33° 14.524',126° 37.572',,
제주,2015,제주도,서귀포시 남원읍 하례리,33° 15.280',126° 37.806',,
제주,2015,제주도,서귀포시 남원읍 하례리,33° 15.401',126° 38.103',,
제주,2015,제주도,서귀포시 남원읍 하례리,33° 15.750',126° 38.526',,
제주,2015,제주도,서귀포시 남원읍 하례리,33° 15.457',126° 38.899',,
동해,2016,강원도,고성군 토성면 교암리,38° 17.484',128° 32.824',,
동해,2016,강원도,고성군 토성면 교암리,38° 17.223',128° 32.920',,
동해,2016,강원도,고성군 토성면 교암리,38° 17.767',128° 33.020',,
동해,2016,강원도,고성군 토성면 교암리,38° 17.234',128° 33.063',,
동해,2016,강원도,고성군 토성면 교암리,38° 16.936',128° 33.162',,
동해,2016,강원도,고성군 토성면 교암리,38° 17.936',128° 33.162',,
동해,2016,강원도,고성군 토성면 교암리,38° 17.366',128° 33.654',,
동해,2016,강원도,고성군 토성면 교암리,38° 16.764',128° 33.833',,
동해,2016,강원도,속초시 교동,38° 13.324',128° 35.445',,
동해,2016,강원도,속초시 교동,38° 13.500',128° 35.961',,
동해,2016,강원도,속초시 교동,38° 11.905',128° 36.870',,
동해,2016,강원도,속초시 교동,38° 12.182',128° 37.002',,
동해,2016,강원도,속초시 교동,38° 11.940',128° 37.033',,
동해,2016,강원도,양양군 강현면 전진2리,38° 07.691',128° 37.785',,
동해,2016,강원도,양양군 강현면 전진2리,38° 07.724',128° 37.858',,
동해,2016,강원도,양양군 강현면 전진2리,38° 07.456',128° 37.920',,
동해,2016,강원도,양양군 강현면 전진2리,38° 07.300',128° 37.923',,
동해,2016,강원도,양양군 강현면 전진2리,38° 07.437',128° 38.096',,
동해,2016,강원도,양양군 강현면 전진2리,38° 07.303',128° 38.096',,
동해,2016,강원도,양양군 강현면 전진2리,38° 07.010',128° 38.116',,
동해,2016,강원도,양양군 강현면 전진2리,38° 07.123',128° 38.356',,
동해,2016,강원도,"양양군 현남면 남애1, 2리",37° 57.070',128° 46.611',,
동해,2016,강원도,"양양군 현남면 남애1, 2리",37° 57.247',128° 46.925',,
동해,2016,강원도,"양양군 현남면 남애1, 2리",37° 56.714',128° 47.221',,
동해,2016,강원도,"양양군 현남면 남애1, 2리",37° 56.402',128° 47.316',,
동해,2016,강원도,"양양군 현남면 남애1, 2리",37° 56.893',128° 47.327',,
동해,2016,강원도,"양양군 현남면 남애1, 2리",37° 56.576',128° 47.515',,
동해,2016,강원도,"양양군 현남면 남애1, 2리",37° 56.629',128° 47.533',,
동해,2016,강원도,"양양군 현남면 남애1, 2리",37° 55.425',128° 48.107',,
동해,2016,강원도,"양양군 현남면 남애1, 2리",37° 55.480',128° 48.581',,
동해,2016,경상북도,포항시 북구 오도2리,36° 09.149',129° 24.127',,
동해,2016,경상북도,포항시 북구 오도2리,36° 09.184',129° 24.127',,
동해,2016,경상북도,포항시 북구 오도2리,36° 09.110',129° 24.151',,
동해,2016,경상북도,포항시 북구 오도2리,36° 09.116',129° 24.184',,
동해,2016,경상북도,포항시 북구 오도2리,36° 09.149',129° 24.188',,
동해,2016,경상북도,포항시 북구 오도2리,36° 09.149',129° 24.249',,
동해,2016,경상북도,포항시 북구 오도2리,36° 09.184',129° 24.249',,
동해,2016,경상북도,경주시 감포읍 연동리,35° 49.391',129° 30.573',,
동해,2016,경상북도,경주시 감포읍 연동리,35° 49.374',129° 30.575',,
동해,2016,경상북도,경주시 감포읍 연동리,35° 49.342',129° 30.700',,
동해,2016,경상북도,경주시 감포읍 연동리,35° 50.020',129° 30.866',,
동해,2016,경상북도,경주시 감포읍 연동리,35° 49.844',129° 30.926',,
동해,2016,경상북도,경주시 감포읍 연동리,35° 50.518',129° 31.079',,
동해,2016,경상북도,경주시 감포읍 연동리,35° 50.534',129° 31.193',,
동해,2016,경상북도,경주시 감포읍 연동리,35° 50.211',129° 31.435',,
동해,2016,경상북도,포항시 남구 석병2리,36° 01.944',129° 34.687',,
동해,2016,경상북도,포항시 남구 석병2리,36° 01.073',129° 34.963',,
동해,2016,경상북도,포항시 남구 석병2리,36° 02.081',129° 35.050',,
동해,2016,경상북도,포항시 남구 석병2리,36° 01.098',129° 35.147',,
동해,2016,경상북도,울진군 매화면 덕신리,36° 53.490',129° 25.222',,
동해,2016,경상북도,울진군 매화면 덕신리,36° 53.490',129° 25.303',,
동해,2016,경상북도,울진군 매화면 덕신리,36° 52.295',129° 25.326',,
동해,2016,경상북도,울진군 매화면 덕신리,36° 53.266',129° 25.692',,
동해,2016,경상북도,울진군 매화면 덕신리,36° 53.394',129° 26.283',,
동해,2016,경상북도,울진군 매화면 덕신리,36° 52.542',129° 26.526',,
동해,2016,경상북도,포항시 북구 오도1리,36° 09.792',129° 24.165',,
동해,2016,경상북도,포항시 북구 오도1리,36° 09.987',129° 24.175',,
동해,2016,경상북도,포항시 북구 오도1리,36° 09.884',129° 24.318',,
동해,2016,경상북도,포항시 북구 오도1리,36° 09.687',129° 24.328',,
동해,2016,경상북도,울진군 기성면 기성리,36° 48.755',129° 27.428',,
동해,2016,경상북도,울진군 기성면 기성리,36° 48.506',129° 27.432',,
동해,2016,경상북도,울진군 기성면 기성리,36° 48.794',129° 27.504',,
동해,2016,경상북도,울진군 기성면 기성리,36° 48.569',129° 27.865',,
동해,2016,경상북도,울진군 기성면 기성리,36° 48.872',129° 27.885',,
동해,2016,경상북도,울진군 북면 고포리,37° 08.717',129° 21.964',,
동해,2016,경상북도,울진군 북면 고포리,37° 08.411',129° 22.029',,
동해,2016,경상북도,울진군 북면 고포리,37° 08.178',129° 22.237',,
동해,2016,경상북도,울진군 북면 고포리,37° 08.858',129° 22.295',,
동해,2016,경상북도,울진군 북면 고포리,37° 08.172',129° 22.311',,
동해,2016,경상북도,울진군 북면 고포리,37° 08.137',129° 22.502',,
동해,2016,경상북도,울진군 북면 나곡리,37° 08.137',129° 22.348',,
동해,2016,경상북도,울진군 북면 나곡리,37° 08.196',129° 22.540',,
동해,2016,경상북도,울진군 북면 나곡리,37° 08.147',129° 22.589',,
동해,2016,경상북도,울진군 북면 나곡리,37° 07.355',129° 22.755',,
동해,2016,경상북도,울진군 북면 나곡리,37° 07.273',129° 22.504',,
동해,2016,울산광역시,북구 구유동 판지,35° 36.846',129° 27.176',,
동해,2016,울산광역시,북구 구유동 판지,35° 36.948',129° 27.268',,
동해,2016,울산광역시,북구 구유동 판지,35° 36.542',129° 27.453',,
동해,2016,울산광역시,북구 구유동 판지,35° 36.969',129° 27.524',,
동해,2016,울산광역시,북구 구유동 판지,35° 36.725',129° 27.707',,
동해,2016,부산광역시,기장군 일광면 이천리,35° 16.241',129° 14.809',,
동해,2016,부산광역시,기장군 일광면 이천리,35° 16.314',129° 14.809',,
동해,2016,부산광역시,기장군 일광면 이천리,35° 16.124',129° 15.203',,
동해,2016,부산광역시,기장군 일광면 이천리,35° 16.255',129° 15.284',,
동해,2016,부산광역시,기장군 일광면 이천리,35° 16.527',129° 15.336',,
동해,2016,부산광역시,기장군 일광면 이천리,35° 16.366',129° 15.418',,
동해,2016,부산광역시,기장군 일광면 이천리,35° 16.525',129° 15.516',,
동해,2016,부산광역시,기장군 일광면 이천리,35° 15.761',129° 14.404',,
동해,2016,부산광역시,기장군 일광면 이천리,35° 15.883',129° 14.404',,
동해,2016,부산광역시,기장군 일광면 이천리,35° 15.806',129° 14.477',,
동해,2016,부산광역시,기장군 일광면 이천리,35° 15.806',129° 14.665',,
동해,2016,부산광역시,기장군 일광면 이천리,35° 15.837',129° 14.690',,
동해,2016,부산광역시,기장군 일광면 이천리,35° 15.975',129° 14.747',,
동해,2016,부산광역시,기장군 일광면 이천리,35° 16.138',129° 14.771',,
동해,2016,부산광역시,기장군 일광면 이천리,35° 16.096',129° 14.827',,
동해,2016,부산광역시,기장군 일광면 동백리,35° 16.681',129° 15.627',,
동해,2016,부산광역시,기장군 일광면 동백리,35° 17.639',129° 15.678',,
동해,2016,부산광역시,기장군 일광면 동백리,35° 16.830',129° 15.831',,
동해,2016,부산광역시,기장군 일광면 동백리,35° 17.658',129° 15.842',,
서해,2016,충청남도,보령시 오천면 횡견도,36° 13.475',126° 01.662',,
서해,2016,충청남도,보령시 오천면 횡견도,36° 13.523',126° 01.829',,
서해,2016,충청남도,보령시 오천면 횡견도,36° 13.352',126° 01.969',,
서해,2016,충청남도,보령시 오천면 횡견도,36° 13.216',126° 02.265',,
서해,2016,충청남도,보령시 오천면 횡견도,36° 12.867',126° 02.278',,
서해,2016,충청남도,보령시 오천면 횡견도,36° 12.906',126° 02.380',,
남해,2016,경상남도,통영시 산양면 연대도,34° 44.274',128° 22.761',,
남해,2016,경상남도,통영시 산양면 연대도,34° 44.171',128° 22.766',,
남해,2016,경상남도,통영시 산양면 연대도,34° 44.304',128° 22.840',,
남해,2016,경상남도,통영시 산양면 연대도,34° 44.327',128° 23.545',,
남해,2016,경상남도,통영시 산양면 연대도,34° 44.038',128° 23.803',,
남해,2016,경상남도,통영시 산양면 연대도,34° 44.261',128° 23.836',,
남해,2016,경상남도,통영시 산양면 연대도,34° 44.511',128° 23.984',,
남해,2016,경상남도,통영시 산양면 연대도,34° 43.737',128° 24.049',,
남해,2016,경상남도,통영시 산양면 연대도,34° 43.762',128° 24.067',,
남해,2016,경상남도,통영시 산양면 연대도,34° 44.316',128° 24.081',,
남해,2016,경상남도,통영시 산양면 연대도,34° 44.123',128° 24.324',,
남해,2016,경상남도,통영시 산양면 연대도,34° 44.251',128° 24.415',,
남해,2016,전라남도,완도군 금일읍 충도,34° 22.319',127° 03.900',,
남해,2016,전라남도,완도군 금일읍 충도,34° 22.184',127° 04.143',,
남해,2016,전라남도,완도군 금일읍 충도,34° 23.195',127° 04.215',,
남해,2016,전라남도,완도군 금일읍 충도,34° 22.859',127° 04.278',,
남해,2016,전라남도,완도군 금일읍 충도,34° 22.515',127° 04.359',,
남해,2016,전라남도,완도군 금일읍 충도,34° 22.744',127° 04.546',,
남해,2016,전라남도,완도군 금일읍 충도,34° 22.934',127° 04.734',,
남해,2016,전라남도,완도군 금일읍 충도,34° 22.656',127° 04.737',,
남해,2016,전라남도,완도군 금일읍 충도,34° 23.252',127° 04.818',,
남해,2016,전라남도,완도군 금일읍 충도,34° 23.564',127° 05.315',,
남해,2016,전라남도,완도군 금일읍 충도,34° 22.752',127° 05.327',,
남해,2016,전라남도,완도군 금일읍 충도,34° 23.500',127° 05.348',,
남해,2016,전라남도,완도군 금일읍 충도,34° 22.669',127° 05.576',,
남해,2016,전라남도,완도군 금일읍 충도,34° 22.578',127° 05.592',,
남해,2016,전라남도,여수시 오천동,34° 47.818',127° 45.377',,
남해,2016,전라남도,여수시 오천동,34° 47.672',127° 45.516',,
남해,2016,전라남도,여수시 오천동,34° 48.041',127° 45.536',,
남해,2016,전라남도,여수시 오천동,34° 48.030',127° 45.670',,
남해,2016,전라남도,여수시 오천동,34° 48.085',127° 45.778',,
남해,2016,전라남도,여수시 오천동,34° 48.075',127° 45.875',,
남해,2016,전라남도,여수시 오천동,34° 47.745',127° 45.946',,
남해,2016,전라남도,여수시 오천동,34° 47.955',127° 45.971',,
제주,2016,제주도,제주시 조천읍 조천리,33° 32.441',126° 37.662',,
제주,2016,제주도,제주시 조천읍 조천리,33° 32.752',126° 37.683',,
제주,2016,제주도,제주시 조천읍 조천리,33° 33.379',126° 38.227',,
제주,2016,제주도,제주시 조천읍 조천리,33° 33.045',126° 38.454',,
제주,2016,제주도,제주시 구좌읍 하도리,33° 32.061',126° 51.691',,
제주,2016,제주도,제주시 구좌읍 하도리,33° 31.550',126° 51.750',,
제주,2016,제주도,제주시 구좌읍 하도리,33° 31.513',126° 51.837',,
제주,2016,제주도,제주시 구좌읍 하도리,33° 32.448',126° 52.023',,
제주,2016,제주도,제주시 구좌읍 하도리,33° 31.606',126° 53.016',,
제주,2016,제주도,제주시 구좌읍 하도리,33° 32.250',126° 53.512',,
제주,2016,제주도,제주시 구좌읍 하도리,33° 30.746',126° 53.932',,
제주,2016,제주도,제주시 구좌읍 하도리,33° 30.600',126° 53.967',,
제주,2016,제주도,제주시 구좌읍 하도리,33° 31.260',126° 54.050',,
제주,2016,제주도,제주시 구좌읍 하도리,33° 31.735',126° 54.422',,
제주,2016,제주도,제주시 구좌읍 하도리,33° 31.660',126° 54.790',,
제주,2016,제주도,제주시 구좌읍 하도리,33° 31.008',126° 54.794',,
제주,2016,제주도,제주시 구좌읍 하도리,33° 31.429',126° 54.946',,
